Timestamp,Username,VideoID,Comment,Date
2020-11-27T15:07:00Z,@rrecee2639,ccpD3Xod_iQ,"No. Costs far more than the petrol version and importantly charging times and availability of charging points is a deal-breaker, for now.  Of course charging technology will improve although consider how queues build up at busy petrol stations then imagine how much worse it will be when each e-car needs at least 5 minutes to 'fuel' up.  Charging over night at home doesn't sound viable for people living in flats or those without driveways/garages.",2020-11-27T15:07:00Z
2020-12-24T16:25:00Z,@lopezben3023,ccpD3Xod_iQ,"-
-                                                                            NOT,   NOT,   NOT ...         Peuge-NOT.
-
-
-
-
-",2020-12-24T16:25:00Z
2021-02-11T15:52:32Z,@perauto,ccpD3Xod_iQ,"Me, I should get my GT Premium on 1st March. Can't wait.",2021-02-11T15:52:32Z
2021-02-11T15:53:22Z,@perauto,ccpD3Xod_iQ,"@Roger Unwin people who buy this, like me, wouldn't buy a petrol or diesel version. We'd buy a different electric car.",2023-10-24T14:23:01Z
2021-10-16T21:53:48Z,@rob3018,ccpD3Xod_iQ,"Rory, don't ask petrol heads stupid questions!⛽⛽⛽",2021-10-16T21:53:48Z
2022-02-17T08:10:45Z,@markjhoney,ccpD3Xod_iQ,"@Roger Unwin With petrol/diesel and maintenance cost, over the life of the car it would be much cheaper.",2023-10-30T09:57:40Z
2022-03-16T08:24:14Z,@simbamasaku1,ccpD3Xod_iQ,Couild I drive across Europe? I'd be worried about finding Charging ports,2022-03-16T08:24:14Z
2022-09-04T02:06:41Z,@terryinozland,ccpD3Xod_iQ,I'm really liking this  yes I would definitely buy one. The iD3is too plasticy. The model 3 too bland.,2022-09-04T02:06:41Z
2024-07-01T14:54:12Z,@masegombaakanyi7860,ccpD3Xod_iQ,I was sold on the Citroen e c4 before this car.,2024-07-01T14:54:12Z
2024-06-19T07:16:26Z,@lazziebardakos2956,ccpD3Xod_iQ,I quite like the steering wheel,2024-06-19T07:16:26Z
2024-03-05T13:18:16Z,@Dickgoodbody,ccpD3Xod_iQ,"Didnt show if the back seats fold down flat ...or stick up, which is annoying when requiring a flat storage area",2024-03-05T13:18:16Z
2024-02-12T14:05:03Z,@deansimmons3950,ccpD3Xod_iQ,"This is absolutely junk, it only does 50% of stated range, falls apart and you waste your money. This is from my experience and the Financial ombudsman agreed. Do not purchase and waste your money",2024-02-12T14:05:03Z
2024-01-10T06:09:54Z,@jonny5777,ccpD3Xod_iQ,"You are lucky to have Rory auto trader! 
Good car then but I doubt it’s 200 mile range so I can’t consider getting one. Also what about servicing it? Can a normal mechanic service one",2024-01-10T06:09:54Z
2023-08-27T23:16:15Z,@bonifale,ccpD3Xod_iQ,"Rory; excellent job on this review;  I have never before commented on a review before, but this one is excellent.  Not sure if I will purchase an E-2008 but the information given is concise and helpful.  Very impressed by your style an knowledge of your subject.  Thank you.",2023-08-27T23:16:15Z
2023-06-17T22:17:48Z,@jamesnewton9192,ccpD3Xod_iQ,"I’ve got a 125 mile round trip motorway commute , is this car capable of this?",2023-06-17T22:17:48Z
2023-05-01T18:52:35Z,@ivo4357,ccpD3Xod_iQ,"""not everybody has £60000 to spend on a car"".
Very true, but even if you do have the money, not everybody WANTS to spend £60000 on a car.
If that's the thing that makes you happy, go for it, but to many people a car is a practical object to get you from A to B. So if you can do that safely in comfort and quick enough in a nice looking car that costs half of that amount, there's really no need to spend more.",2023-05-01T18:52:35Z
2023-03-07T11:03:28Z,@hayleynelson7261,ccpD3Xod_iQ,Love this…thankyou. I’ve decided to go for 1,2023-03-07T11:03:28Z
2023-03-01T22:09:51Z,@mattmurdoch4345,ccpD3Xod_iQ,My wife has just got one as her work car and after driving it for a few weeks I’d agree with everything he says,2023-03-01T22:09:51Z
